"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"8296","EMPRESA DE SERVICIOS PUBLICOS DE SAN FRANCISCO S.A.S.","9006571723","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","5","1","3","0","0","0","0","0","1","0","3","4","0","0","1","5","1","0","0","0","0","1,011,559,571,428"
"8297","PERSONERIA DE BELALCAZAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1,814,199,000,000"
"8298","CONCEJO DE BELALCAZAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1,367,174,000,000"
"8299","CONTRALORIA MUNICIPAL DE GIRON","901100944","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONTRALORÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","7","0","1","0","3","0","0","0","0","1","2","0","6","0","1","5","2","1","0","0","0","4,386,122,777,777"
"8303","EMPRESA DE DESARROLLO SOSTENIBLE DEL ORIENTE","900974762","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","16","0","0","0","4","0","0","0","0","3","10","8","4","1","1","20","4","1","0","0","0","4,602,332,346,153"
"8304","JURISDICCION ESPECIAL PARA LA PAZ","NULL","NACIONAL",,,,,,,"NO APLICA","NO APLICA","NO APLICA","NO APLICA","ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","619","720","0","69","0","234","0","0","70","0","203","525","365","213","33","34","795","372","91","32","15","0","7,555,335,788,648"
"8305","CONCEJO DE CALDAS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","2,031,787,000,000"
"8307","INSTITUTO MUNICIPAL DE CULTURA RECREACION DEPORTE Y TURISMO DE CARTAGENA DEL CHAIRA","828002189","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","1","0","0","0","0","0","1","0","1","0","1","0","2","0","0","0","0","0","2","1,554,621,000,000"
"8314","UNIDAD DE BUSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS EN EL CONTEXTO Y EN RAZON DEL CONFLICTO ARMADO","NULL","NACIONAL",,,,,,,"NO APLICA","NO APLICA","NO APLICA","NO APLICA","ESPECIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","169","304","0","25","0","94","0","0","4","0","46","188","182","54","3","20","290","145","15","3","0","0","5,450,846,712,473"
"8315","EMPRESA DE DESARROLLO URBANO DE PEREIRA","901065380","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0"
"8317","CASA DE REPOSO- ANCIANATO DE GIRARDOT","890680002","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2,150,738,000,000"
"8319","ADMINISTRACION COOPERATIVA DE SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO AGUAS DE BOLIVAR","900275068","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1,931,673,000,000"
"8321","CONCEJO DE SAN ANDRES - SANTANDER","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","8","2","1","4","0","0","0","0","0","3","1","1","2","6","0","7","1","0","1","1","0","6","1,260,000,000,000"
"8322","CONCEJO DE BARBOSA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","2,039,476,000,000"
"8325","PERSONERIA DE SITIONUEVO","819002133","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","0","0","0","0","2","0","1","0","1","0","2","0","0","0","0","0","2","2,799,075,000,000"
"8326","PERSONERIA DE PROVIDENCIA -- PROVIDENCIA, ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","PERSONERÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","7,003,533,000,000"
"8350","ADMINISTRACION PUBLICA COOPERATIVA AAA LA BELLEZANA","900348296","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2,490,000,000,000"
"8351","INSTITUTO MUNICIPAL DE DEPORTES, RECREACION, CULTURA Y TURISMO DE SABANA DE TORRES","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","2,491,435,000,000"
"8353","EMPRESA DE SERVICIOS PUBLICOS AGUAS DE PUERTO WILCHES SAS","900346154","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","3","0","1","0","4","0","0","0","0","0","3","0","1","1","0","3","2","0","0","0","0","2,404,678,400,000"
"8359","INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA","901168222","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","28","25","0","0","0","3","0","0","5","0","3","17","22","11","0","0","25","18","7","2","1","0","10,922,451,094,339"
"8361","INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DEL GUAMO BOLIVAR","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","4,123,000,000,000"
"8362","INSTITUTO MUNICIPAL DE DEPORTES Y RECREACION DE PLANETA RICA","812001665","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","2,254,462,000,000"
"8370","CORPORACION GILBERTO ECHEVERRI MEJIA","900679194","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","NO APLICA","SOCIEDAD DE ECONOMÍA MIXTA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","13,303,626,000,000"
"8374","EMPRESA DISTRITAL DE DESARROLLO Y RENOVACION URBANO SOSTENIBLE DE SANTA MARTA","901128252","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","1","0","0","0","1","0","0","0","0","0","2","1","0","0","0","2","1","0","0","0","0","7,871,003,000,000"
"8375","INSTITUTO DISTRITAL DE SANTA MARTA PARA LA RECREACION Y EL DEPORTE","901132407","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","5","6","0","1","0","2","0","0","0","0","0","2","4","5","0","0","7","3","1","0","0","0","5,133,382,363,636"
"8376","INSTITUTO MUNICIPAL DE CULTURA, RECREACION Y DEPORTE DE ITAGÜI","9013641940","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","4","0","0","0","4","0","0","0","0","0","3","5","2","0","3","5","1","0","0","1","0","6,794,880,500,000"
"8379","INSTITUTO DISTRITAL DE TURISMO DE SANTA MARTA","901132407","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","4","0","0","0","2","0","0","0","0","0","3","3","0","0","0","5","1","0","0","0","0","5,083,935,833,333"
"8381","EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO DE OCAMONTE","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1,105,720,000,000"
"8383","CONCEJO DE ARMENIA - ANTIOQUIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONCEJO MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2,210,000,000,000"
"8391","INSTITUTO DEPARTAMENTAL DEL DEPORTE DE LA GUAJIRA","825001274","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","NO APLICA","INSTITUTO CIENTÍFICO Y TECNOLOGICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","5,122,524,500,000"
"8394","EMPRESA DE SERVICIOS PUBLICOS DOMICILIAROS DE VALPARAISO S.A.S E.S.P.","900477448","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3,838,490,000,000"
"8398","CONSEJO PROFESIONAL DE INGENIERIA QUIMICA DE COLOMBIA","860509339","NACIONAL",,,,,,,"NO APLICA","NO APLICA","NO APLICA","NO APLICA","ORGANOS AUTÓNOMOS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","5","0","0","0","2","0","0","1","0","1","2","3","0","0","0","3","3","0","0","0","0","3,075,307,833,333"
"8399","INSTITUTO DE DEPORTES Y RECREACION DE SANTA FE DE ANTIOQUIA","901027478","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","3","0","2","0","1","0","0","0","0","0","2","2","1","0","0","5","0","0","0","0","0","2,128,540,800,000"
"8400","EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DEL MUNICIPIO DE LA JAGUA DE IBIRICO - CESAR S.A.","900759667","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","3,869,268,000,000"
"8401","EMPRESAS PUBLICAS DE CARAMANTA S.A.S E.S.P","900570704","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","10","3","3","7","0","1","0","0","0","0","3","4","1","5","0","0","5","7","1","0","0","0","3,606,345,000,000"
"8403","ASOCIACION DE MUNICIPIOS DEL OCCIDENTE ANTIOQUEÑO","900796602","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ASOCIACIÓN DE MUNICIPIOS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","3,535,425,000,000"
"8410","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BUENAVISTA - CORDOBA","812006467","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","2","0","0","0","0","0","0","0","4","0","1","1","1","1","4","0","0","0","0","0","4","1,587,542,000,000"
"8411","EMPRESA PUBLICA DE MADRID","901255451","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","0","3,571,950,000,000"
"8412","EMPRESA DE SERVICIOS PUBLICOS POR SANTA ROSA SOSTENIBLE S.A.S","901165292","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","3,754,052,000,000"
"8414","SECRETARIA DE EDUCACION DE ITAGÜI - ANTIOQUIA","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","SECRETARIA DE DESPACHO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","19","2","13","0","2","0","0","0","0","0","1","5","12","8","2","4","8","5","5","2","0","2,055,692,423,076"
"8421","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS DE SAN MIGUEL S.AS","NULL","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2,551,000,000,000"
"8425","ASOCIACION DE MUNICIPIOS DE LOS DEPARTAMENTOS DE CORDOBA Y SUCRE","NULL","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ASOCIACIÓN DE MUNICIPIOS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","828,116,000,000"
"8432","UNIDAD ADMINISTRATIVA ESPECIAL DE ALIMENTACIÓN ESCOLAR","901377527","NACIONAL",,,,,,,"NO APLICA","EDUCACIÓN","CENTRAL","ADSCRITAS","UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","13","36","0","4","0","6","0","0","0","0","2","19","15","13","0","1","25","14","9","0","0","0","7,038,396,795,918"
"8433","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION, DEL MUNICIPIO DE TORO","900997929","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1,771,736,000,000"
"8435","INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE TORO, VALLE DEL CAUCA","9010032388","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","1","0","1","0","1","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","1,932,000,000,000"
"8436","SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE IBAGUE S.A.S","901287299","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","2","0","0","0","2","0","0","0","0","0","2","0","1","0","0","3","0","0","0","0","0","6,948,171,000,000"
"8437","INSTITUTO DE MOVILIDAD Y TRANSPORTE DE ARAUQUITA","9013445504","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","2","1","2","0","0","0","0","0","1","1","0","2","1","0","2","1","1","0","0","0","2","2,575,000,000,000"
"8438","EMPRESA DE SERVICIO DE ALUMBRADO PUBLICO DE YOPAL ""SAYOP S.A.S E.S.P""","901380793","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","7","0","3","0","7","0","0","0","0","1","4","7","1","1","4","8","2","0","0","0","0","5,743,041,400,000"
"8439","CENTRO DE SALUD MUNICIPAL DE CARTAGO,- EMPRESA SOCIAL DEL ESTADO","900122524","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","EMPRESAS SOCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","5","2","0","0","2","0","0","0","0","0","2","3","2","0","0","1","4","1","1","0","0","1,901,276,571,428"
"8443","ADMINISTRACION PUBLICA COOPERATIVA DE ONZAGA ONZAGUA A.P.C.","900362038","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","4","1","0","3","0","1","0","0","0","0","1","2","2","0","0","3","2","0","0","0","0","0","2,402,634,000,000"
"8445","INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR","901197474","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","2","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","0","0","0","8,526,224,000,000"
"8447","PROMOTORA FERROCARRIL DE ANTIOQUIA S.A.S.","900988911","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","SOCIEDAD PÚBLICA",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","4","0","1","0","1","0","0","0","0","0","3","2","1","1","0","5","1","1","0","0","0","12,555,092,000,000"
"8451","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE DE COROZAL","901263945","TERRITORIAL",,,,,,,"DISTRITAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","3","0","0","0","1","0","0","0","0","0","2","1","0","1","2","1","0","1","0","0","0","2,081,221,750,000"
"8454","INSTITUTO DE CULTURA Y TURISMO DE YOPAL","901403046","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","3","0","0","0","2","0","0","0","0","1","2","1","1","1","2","2","2","0","0","0","0","5,262,677,833,333"
"8458","EMPRESA MUNICIPAL DE AGUAS Y ASEO DE LA MERCED SAS E.S.P.","900745263","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1,385,876,000,000"
"8461","SOCIEDAD PUBLICA TERMINAL REGIONAL DE TRANSPORTE TERRESTRE DE TUNJA S.A.S.","9011548528","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","9,722,290,000,000"
"8464","INSTITUTO TECNICO PARA EL TRABAJO Y DESARROLLO HUMANO SAN LUIS GONZAGA","901402228","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2,292,780,000,000"
"8466","INSTITUTO DE DEPORTES EDUCACION FISICA Y RECREACION DEL CHOCO","818000923","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","6","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","5","1","0","0","0","0","5,321,638,000,000"
"8469","INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE TENJO","901359154","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","ADSCRITAS","ESTABLECIMIENTO PÚBLICO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","3","2","0","0","0","1","0","0","0","0","0","4","1","0","0","0","5","0","0","0","0","0","4,051,816,000,000"
"8470","CONTRALORIA MUNICIPAL DE RIONEGRO ANTIOQUIA","901449306","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","NO APLICA","NO APLICA","CONTRALORÍA MUNICIPAL",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","7","9","0","0","0","2","0","0","0","0","0","8","6","1","1","0","10","5","1","0","0","0","9,938,734,875,000"
"8474","EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA-ACTIVA","901437957","TERRITORIAL",,,,,,,"DEPARTAMENTAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","1","4","0","0","0","1","0","0","0","0","0","3","2","0","0","1","3","0","1","0","0","0","9,716,707,000,000"
"8476","EMPRESA DE VIVIENDA Y DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE ENVIGADO ""DESUR""","901387801","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","VINCULADAS","EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO",,,"2025","3","Fuente: Función Pública, SIGEP II Junio 2025","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","10,138,665,000,000"
